iter	Passed	Remaining
4776	40446	1888
4777	40454	1879
4778	40462	1871
4779	40470	1862
4780	40478	1854
4781	40486	1845
4782	40494	1837
4783	40503	1828
4784	40512	1820
4785	40520	1811
4786	40527	1803
4787	40533	1794
4788	40541	1786
4789	40549	1777
4790	40558	1769
4791	40566	1760
4792	40574	1752
4793	40581	1743
4794	40590	1735
4795	40599	1726
4796	40607	1718
4797	40614	1709
4798	40623	1701
4799	40631	1692
4800	40639	1684
4801	40647	1676
4802	40656	1667
4803	40663	1659
4804	40672	1650
4805	40680	1642
4806	40688	1633
4807	40696	1625
4808	40705	1616
4809	40713	1608
4810	40722	1599
4811	40729	1591
4812	40738	1582
4813	40746	1574
4814	40755	1565
4815	40763	1557
4816	40771	1548
4817	40779	1540
4818	40788	1532
4819	40796	1523
4820	40804	1515
4821	40812	1506
4822	40821	1498
4823	40828	1489
4824	40836	1481
4825	40844	1472
4826	40853	1464
4827	40860	1455
4828	40869	1447
4829	40877	1438
4830	40886	1430
4831	40894	1421
4832	40903	1413
4833	40911	1404
4834	40920	1396
4835	40928	1387
4836	40937	1379
4837	40945	1371
4838	40953	1362
4839	40960	1354
4840	40968	1345
4841	40976	1337
4842	40985	1328
4843	40993	1320
4844	41002	1311
4845	41009	1303
4846	41018	1294
4847	41026	1286
4848	41034	1277
4849	41042	1269
4850	41050	1260
4851	41058	1252
4852	41066	1243
4853	41074	1235
4854	41083	1227
4855	41090	1218
4856	41099	1210
4857	41107	1201
4858	41115	1193
4859	41122	1184
4860	41130	1176
4861	41139	1167
4862	41148	1159
4863	41156	1150
4864	41165	1142
4865	41172	1133
4866	41181	1125
4867	41189	1116
4868	41197	1108
4869	41205	1099
4870	41213	1091
4871	41221	1082
4872	41229	1074
4873	41237	1066
4874	41245	1057
4875	41253	1049
4876	41261	1040
4877	41268	1032
4878	41276	1023
4879	41284	1015
4880	41293	1006
4881	41301	998
4882	41309	989
4883	41316	981
4884	41324	972
4885	41332	964
4886	41339	955
4887	41347	947
4888	41355	938
4889	41363	930
4890	41371	921
4891	41379	913
4892	41386	905
4893	41394	896
4894	41402	888
4895	41410	879
4896	41417	871
4897	41426	862
4898	41434	854
4899	41442	845
4900	41451	837
4901	41459	828
4902	41466	820
4903	41474	811
4904	41481	803
4905	41490	794
4906	41499	786
4907	41508	778
4908	41516	769
4909	41524	761
4910	41531	752
4911	41539	744
4912	41548	735
4913	41556	727
4914	41564	718
4915	41571	710
4916	41579	701
4917	41587	693
4918	41595	684
4919	41603	676
4920	41611	668
4921	41619	659
4922	41627	651
4923	41634	642
4924	41642	634
4925	41650	625
4926	41658	617
4927	41665	608
4928	41673	600
4929	41681	591
4930	41689	583
4931	41697	574
4932	41705	566
4933	41713	557
4934	41721	549
4935	41728	541
4936	41736	532
4937	41745	524
4938	41752	515
4939	41761	507
4940	41769	498
4941	41776	490
4942	41784	481
4943	41792	473
4944	41800	464
4945	41808	456
4946	41816	448
4947	41825	439
4948	41832	431
4949	41841	422
4950	41849	414
4951	41857	405
4952	41865	397
4953	41874	388
4954	41882	380
4955	41890	371
4956	41899	363
4957	41908	355
4958	41915	346
4959	41924	338
4960	41931	329
4961	41940	321
4962	41947	312
4963	41956	304
4964	41963	295
4965	41972	287
4966	41980	278
4967	41988	270
4968	41995	261
4969	42004	253
4970	42012	245
4971	42020	236
4972	42029	228
4973	42037	219
4974	42044	211
4975	42052	202
4976	42061	194
4977	42069	185
4978	42077	177
4979	42084	169
4980	42092	160
4981	42100	152
4982	42108	143
4983	42116	135
4984	42124	126
4985	42132	118
4986	42139	109
4987	42147	101
4988	42154	92
4989	42162	84
4990	42170	76
4991	42177	67
4992	42185	59
4993	42193	50
4994	42201	42
4995	42208	33
4996	42217	25
4997	42224	16
4998	42231	8
4999	42240	0
